Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-09-04 00:00:00+03:00,8.6899995803833,8.850000381469727,8.289999961853027,8.710000038146973,8.710000038146973,28457093,0.0,0.0
2025-09-05 00:00:00+03:00,8.710000038146973,8.859999656677246,8.569999694824219,8.710000038146973,8.710000038146973,13646612,0.0,0.0
2025-09-08 00:00:00+03:00,8.680000305175781,8.680000305175781,8.079999923706055,8.149999618530273,8.149999618530273,12679134,0.0,0.0
2025-09-09 00:00:00+03:00,8.199999809265137,8.539999961853027,8.199999809265137,8.430000305175781,8.430000305175781,14007893,0.0,0.0
2025-09-10 00:00:00+03:00,8.569999694824219,8.84000015258789,8.350000381469727,8.40999984741211,8.40999984741211,13174158,0.0,0.0
2025-09-11 00:00:00+03:00,8.40999984741211,8.520000457763672,7.989999771118164,7.989999771118164,7.989999771118164,9633142,0.0,0.0
2025-09-12 00:00:00+03:00,8.279999732971191,8.279999732971191,7.489999771118164,7.5,7.5,9866234,0.0,0.0
2025-09-15 00:00:00+03:00,7.5,7.940000057220459,7.25,7.900000095367432,7.900000095367432,16150816,0.0,0.0
2025-09-16 00:00:00+03:00,7.920000076293945,8.40999984741211,7.920000076293945,8.380000114440918,8.380000114440918,15273494,0.0,0.0
2025-09-17 00:00:00+03:00,8.380000114440918,8.529999732971191,8.279999732971191,8.380000114440918,8.380000114440918,9616477,0.0,0.0
2025-09-18 00:00:00+03:00,8.390000343322754,8.579999923706055,8.300000190734863,8.390000343322754,8.390000343322754,11019391,0.0,0.0
2025-09-19 00:00:00+03:00,8.399999618530273,8.489999771118164,8.239999771118164,8.470000267028809,8.470000267028809,8125299,0.0,0.0
2025-09-22 00:00:00+03:00,8.529999732971191,8.699999809265137,8.34000015258789,8.5600004196167,8.5600004196167,7686592,0.0,0.0
2025-09-23 00:00:00+03:00,8.5600004196167,9.220000267028809,8.380000114440918,8.6899995803833,8.6899995803833,35466216,0.0,0.0
2025-09-24 00:00:00+03:00,8.729999542236328,8.890000343322754,8.399999618530273,8.640000343322754,8.640000343322754,20673919,0.0,0.0
2025-09-25 00:00:00+03:00,8.649999618530273,8.770000457763672,8.100000381469727,8.210000038146973,8.210000038146973,18386917,0.0,0.0
2025-09-26 00:00:00+03:00,8.359999656677246,8.609999656677246,8.210000038146973,8.359999656677246,8.359999656677246,9575076,0.0,0.0
2025-09-29 00:00:00+03:00,8.460000038146973,8.5,8.029999732971191,8.029999732971191,8.029999732971191,7107665,0.0,0.0
2025-09-30 00:00:00+03:00,8.039999961853027,8.15999984741211,7.820000171661377,7.820000171661377,7.820000171661377,6790790,0.0,0.0
2025-10-01 00:00:00+03:00,7.820000171661377,8.229999542236328,7.690000057220459,8.020000457763672,8.020000457763672,13701245,0.0,0.0
2025-10-02 00:00:00+03:00,8.079999923706055,8.239999771118164,7.949999809265137,8.130000114440918,8.130000114440918,9671573,0.0,0.0
2025-10-03 00:00:00+03:00,8.199999809265137,8.359999656677246,8.029999732971191,8.149999618530273,8.149999618530273,7848412,0.0,0.0
2025-10-06 00:00:00+03:00,8.109999656677246,8.140000343322754,7.949999809265137,7.96999979019165,7.96999979019165,7076244,0.0,0.0
2025-10-07 00:00:00+03:00,7.980000019073486,8.279999732971191,7.940000057220459,8.0,8.0,8009902,0.0,0.0
2025-10-08 00:00:00+03:00,8.0,8.149999618530273,7.900000095367432,7.949999809265137,7.949999809265137,7142429,0.0,0.0
2025-10-09 00:00:00+03:00,8.069999694824219,8.100000381469727,7.900000095367432,7.980000019073486,7.980000019073486,8371976,0.0,0.0
2025-10-10 00:00:00+03:00,7.989999771118164,8.5,7.989999771118164,8.170000076293945,8.170000076293945,17036042,0.0,0.0
2025-10-13 00:00:00+03:00,8.119999885559082,8.720000267028809,7.960000038146973,8.369999885559082,8.369999885559082,18083547,0.0,0.0
2025-10-14 00:00:00+03:00,8.380000114440918,8.529999732971191,7.980000019073486,8.0,8.0,10891534,0.0,0.0
2025-10-15 00:00:00+03:00,8.100000381469727,8.239999771118164,7.929999828338623,8.140000343322754,8.140000343322754,6886839,0.0,0.0
2025-10-16 00:00:00+03:00,8.199999809265137,8.489999771118164,8.0,8.109999656677246,8.109999656677246,11085577,0.0,0.0
