Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-09-08 00:00:00+03:00,120.0,121.0,120.0,120.0,120.0,77875,0.0,0.0
2025-09-09 00:00:00+03:00,127.0,127.0,120.5,122.5,122.5,49489,0.0,0.0
2025-09-10 00:00:00+03:00,125.0,125.0,120.69999694824219,120.69999694824219,120.69999694824219,60509,0.0,0.0
2025-09-11 00:00:00+03:00,124.0,125.0,123.0,125.0,125.0,147785,0.0,0.0
2025-09-12 00:00:00+03:00,126.0,126.0,126.0,126.0,126.0,92285,0.0,0.0
2025-09-15 00:00:00+03:00,126.5,126.5,125.80000305175781,125.80000305175781,125.80000305175781,110697,0.0,0.0
2025-09-16 00:00:00+03:00,128.0,130.0,128.0,130.0,130.0,107862,0.0,0.0
2025-09-17 00:00:00+03:00,139.0,139.0,136.0,136.0,136.0,90135,0.0,0.0
2025-09-18 00:00:00+03:00,140.0,140.0,140.0,140.0,140.0,81375,0.0,0.0
2025-09-19 00:00:00+03:00,140.0,140.0,139.0,139.0,139.0,63103,0.0,0.0
2025-09-22 00:00:00+03:00,139.0,139.0,136.89999389648438,136.89999389648438,136.89999389648438,21689,0.0,0.0
2025-09-23 00:00:00+03:00,123.30000305175781,137.0,123.30000305175781,133.3000030517578,133.3000030517578,102009,0.0,0.0
2025-09-24 00:00:00+03:00,140.0,140.0,134.6999969482422,134.6999969482422,134.6999969482422,30320,0.0,0.0
2025-09-25 00:00:00+03:00,133.5,134.0,133.5,133.5,133.5,46278,0.0,0.0
2025-09-26 00:00:00+03:00,135.8000030517578,135.8000030517578,130.0,130.0,130.0,32294,0.0,0.0
2025-09-29 00:00:00+03:00,131.3000030517578,131.3000030517578,117.0,128.5,128.5,128917,0.0,0.0
2025-09-30 00:00:00+03:00,131.5,131.5,130.10000610351562,131.5,131.5,69115,0.0,0.0
2025-10-01 00:00:00+03:00,135.0,136.0,135.0,135.0,135.0,85727,0.0,0.0
2025-10-02 00:00:00+03:00,135.0,140.5,135.0,136.60000610351562,136.60000610351562,242263,0.0,0.0
2025-10-03 00:00:00+03:00,150.0,150.0,145.0,145.0,145.0,136090,0.0,0.0
2025-10-06 00:00:00+03:00,149.8000030517578,149.8000030517578,138.3000030517578,142.39999389648438,142.39999389648438,74634,0.0,0.0
2025-10-07 00:00:00+03:00,144.0,149.0,142.0,149.0,149.0,233817,0.0,0.0
2025-10-08 00:00:00+03:00,154.0,154.0,152.0,152.0,152.0,290048,0.0,0.0
2025-10-09 00:00:00+03:00,155.5,155.5,154.0,154.0,154.0,110679,0.0,0.0
2025-10-10 00:00:00+03:00,154.0,154.0,152.0,152.0,152.0,72623,0.0,0.0
2025-10-13 00:00:00+03:00,152.89999389648438,152.89999389648438,150.0,150.0,150.0,48777,0.0,0.0
2025-10-14 00:00:00+03:00,148.5,150.0,147.0,149.8000030517578,149.8000030517578,46302,0.0,0.0
2025-10-15 00:00:00+03:00,150.0,150.0,148.39999389648438,149.0,149.0,53090,0.0,0.0
2025-10-16 00:00:00+03:00,150.0,150.0,145.1999969482422,145.5,145.5,37051,0.0,0.0
2025-10-17 00:00:00+03:00,142.0,142.0,140.0,141.0,141.0,29402,0.0,0.0
2025-10-20 00:00:00+03:00,138.0,138.0,129.8000030517578,129.8000030517578,129.8000030517578,60944,0.0,0.0
2025-10-21 00:00:00+03:00,123.0,131.3000030517578,123.0,130.3000030517578,130.3000030517578,233675,0.0,0.0
2025-10-22 00:00:00+03:00,131.0,132.0,130.3000030517578,130.3000030517578,130.3000030517578,185264,0.0,0.0
2025-10-23 00:00:00+03:00,139.0,139.0,130.0,130.0,130.0,103818,0.0,0.0
2025-10-24 00:00:00+03:00,130.0,130.0,124.0,127.69999694824219,127.69999694824219,97364,0.0,0.0
2025-10-27 00:00:00+03:00,132.0,133.3000030517578,125.0,132.5,132.5,86828,0.0,0.0
2025-10-28 00:00:00+03:00,132.5,139.6999969482422,132.5,139.6999969482422,139.6999969482422,39814,0.0,0.0
2025-10-30 00:00:00+03:00,139.6999969482422,139.6999969482422,133.0,133.10000610351562,133.10000610351562,99513,0.0,0.0
2025-10-31 00:00:00+03:00,138.0,138.0,135.0,135.0,135.0,101249,0.0,0.0
2025-11-03 00:00:00+03:00,138.0,138.0,135.0,135.0,135.0,249923,0.0,0.0
2025-11-04 00:00:00+03:00,137.8000030517578,138.0,135.0,135.0,135.0,98903,0.0,0.0
2025-11-05 00:00:00+03:00,137.39999389648438,137.39999389648438,136.60000610351562,137.0,137.0,86542,0.0,0.0
2025-11-06 00:00:00+03:00,140.0,147.0,140.0,147.0,147.0,532086,0.0,0.0
2025-11-07 00:00:00+03:00,147.0,150.0,147.0,149.6999969482422,149.6999969482422,1024520,0.0,0.0
2025-11-10 00:00:00+03:00,147.0,155.0,147.0,155.0,155.0,364044,0.0,0.0
2025-11-11 00:00:00+03:00,170.0,170.0,163.0,163.10000610351562,163.10000610351562,104033,0.0,0.0
2025-11-12 00:00:00+03:00,169.89999389648438,169.89999389648438,169.0,169.0,169.0,161147,0.0,0.0
2025-11-13 00:00:00+03:00,170.0,170.0,163.0,163.0,163.0,79279,0.0,0.0
2025-11-14 00:00:00+03:00,165.0,165.0,164.89999389648438,165.0,165.0,46399,0.0,0.0
2025-11-17 00:00:00+03:00,165.0,166.0,165.0,166.0,166.0,109525,0.0,0.0
2025-11-18 00:00:00+03:00,166.0,166.0,162.89999389648438,162.89999389648438,162.89999389648438,46434,0.0,0.0
2025-11-19 00:00:00+03:00,162.0,162.10000610351562,162.0,162.0,162.0,103355,0.0,0.0
2025-11-20 00:00:00+03:00,175.0,175.0,166.10000610351562,170.0,170.0,127129,0.0,0.0
2025-11-21 00:00:00+03:00,174.89999389648438,174.89999389648438,174.6999969482422,174.6999969482422,174.6999969482422,105699,0.0,0.0
2025-11-24 00:00:00+03:00,172.8000030517578,172.8000030517578,167.6999969482422,167.6999969482422,167.6999969482422,49039,0.0,0.0
2025-11-25 00:00:00+03:00,169.60000610351562,169.60000610351562,162.0,162.0,162.0,45801,0.0,0.0
2025-11-26 00:00:00+03:00,155.0,155.0,154.60000610351562,154.60000610351562,154.60000610351562,118864,0.0,0.0
2025-11-27 00:00:00+03:00,150.0,150.0,145.0,145.0,145.0,48247,0.0,0.0
2025-11-28 00:00:00+03:00,145.5,151.0,145.0,151.0,151.0,63939,0.0,0.0
2025-12-01 00:00:00+03:00,151.0,151.0,135.89999389648438,136.5,136.5,65848,0.0,0.0
2025-12-02 00:00:00+03:00,137.5,150.10000610351562,137.5,150.0,150.0,107630,0.0,0.0
2025-12-03 00:00:00+03:00,151.0,157.0,141.10000610351562,152.3000030517578,152.3000030517578,63508,0.0,0.0
2025-12-04 00:00:00+03:00,155.0,155.0,154.0,154.0,154.0,61947,0.0,0.0
2025-12-05 00:00:00+03:00,153.89999389648438,153.89999389648438,150.0,150.0,150.0,37759,0.0,0.0
2025-12-08 00:00:00+03:00,155.0,155.0,148.60000610351562,148.60000610351562,148.60000610351562,24534,0.0,0.0
2025-12-09 00:00:00+03:00,147.89999389648438,149.0,146.0,149.0,149.0,31475,0.0,0.0
2025-12-10 00:00:00+03:00,151.60000610351562,151.60000610351562,149.89999389648438,149.89999389648438,149.89999389648438,21667,0.0,0.0
2025-12-11 00:00:00+03:00,148.10000610351562,148.10000610351562,145.10000610351562,145.10000610351562,145.10000610351562,16978,0.0,0.0
2025-12-12 00:00:00+03:00,144.0,144.0,140.10000610351562,142.0,142.0,30323,0.0,0.0
2025-12-15 00:00:00+03:00,140.0,140.5,138.8000030517578,138.8000030517578,138.8000030517578,53184,0.0,0.0
2025-12-16 00:00:00+03:00,142.0,146.0,142.0,144.8000030517578,144.8000030517578,53416,0.0,0.0
2025-12-17 00:00:00+03:00,145.0,148.5,145.0,148.5,148.5,56614,0.0,0.0
2025-12-18 00:00:00+03:00,158.0,158.0,155.8000030517578,157.1999969482422,157.1999969482422,46153,0.0,0.0
2025-12-19 00:00:00+03:00,160.60000610351562,160.60000610351562,159.8000030517578,159.8000030517578,159.8000030517578,68281,0.0,0.0
2025-12-22 00:00:00+03:00,165.0,165.0,164.0,164.0,164.0,37762,0.0,0.0
2025-12-23 00:00:00+03:00,163.0,163.0,156.0,156.0,156.0,51153,0.0,0.0
2025-12-24 00:00:00+03:00,160.0,160.0,154.0,154.0,154.0,125739,0.0,0.0
2025-12-25 00:00:00+03:00,156.3000030517578,156.3000030517578,150.0,150.0,150.0,88768,0.0,0.0
2025-12-26 00:00:00+03:00,155.0,155.0,145.0,145.5,145.5,77452,0.0,0.0
2025-12-29 00:00:00+03:00,142.0,142.0,141.0,141.0,141.0,48424,0.0,0.0
2025-12-30 00:00:00+03:00,138.10000610351562,140.0,138.10000610351562,138.1999969482422,138.1999969482422,34208,0.0,0.0
2025-12-31 00:00:00+03:00,142.5,142.5,139.3000030517578,139.3000030517578,139.3000030517578,38804,0.0,0.0
2026-01-02 00:00:00+03:00,139.3000030517578,140.0,138.5,138.5,138.5,20230,0.0,0.0
2026-01-05 00:00:00+03:00,139.60000610351562,140.0,139.60000610351562,140.0,140.0,222281,0.0,0.0
2026-01-06 00:00:00+03:00,150.0,150.0,147.89999389648438,147.89999389648438,147.89999389648438,201725,0.0,0.0
2026-01-07 00:00:00+03:00,148.0,148.0,133.1999969482422,133.1999969482422,133.1999969482422,76064,0.0,0.0
2026-01-08 00:00:00+03:00,133.1999969482422,140.0,133.0,140.0,140.0,111086,0.0,0.0
2026-01-09 00:00:00+03:00,140.0,145.0,140.0,144.0,144.0,54791,0.0,0.0
2026-01-12 00:00:00+03:00,145.0,145.0,138.0,143.0,143.0,86436,0.0,0.0
