Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-09-08 00:00:00+03:00,20.418607711791992,21.028278350830078,19.94798469543457,19.969377517700195,19.969377517700195,1954871,0.0,0.0
2025-09-09 00:00:00+03:00,19.969377517700195,20.440000534057617,19.295530319213867,19.680585861206055,19.680585861206055,2000388,0.0,0.0
2025-09-10 00:00:00+03:00,19.680585861206055,21.648643493652344,19.25274658203125,21.62725257873535,21.62725257873535,4255116,0.0,0.0
2025-09-11 00:00:00+03:00,20.964101791381836,22.88937759399414,20.964101791381836,21.135238647460938,21.135238647460938,3952128,0.0,0.0
2025-09-12 00:00:00+03:00,21.071062088012695,21.071062088012695,20.17259979248047,20.53626251220703,20.53626251220703,2409271,0.0,0.0
2025-09-15 00:00:00+03:00,21.04966926574707,22.589889526367188,20.10842514038086,22.012306213378906,22.012306213378906,10868714,0.0,0.0
2025-09-16 00:00:00+03:00,22.03369903564453,23.723663330078125,21.605859756469727,22.88937759399414,22.88937759399414,9168756,0.0,0.0
2025-09-17 00:00:00+03:00,22.88937759399414,24.5793399810791,22.88937759399414,23.103296279907227,23.103296279907227,7980579,0.0,0.0
2025-09-18 00:00:00+03:00,23.317216873168945,23.59531021118164,22.354578018188477,22.354578018188477,22.354578018188477,5951993,0.0,0.0
2025-09-19 00:00:00+03:00,22.739633560180664,23.317216873168945,22.226226806640625,22.78241729736328,22.78241729736328,4680098,0.0,0.0
2025-09-22 00:00:00+03:00,23.317216873168945,23.40278434753418,22.162050247192383,22.290403366088867,22.290403366088867,3557447,0.0,0.0
2025-09-23 00:00:00+03:00,22.290403366088867,23.381391525268555,22.24761962890625,22.461538314819336,22.461538314819336,4580519,0.0,0.0
2025-09-24 00:00:00+03:00,22.461538314819336,22.996337890625,22.3759708404541,22.525714874267578,22.525714874267578,3378005,0.0,0.0
2025-09-25 00:00:00+03:00,22.974945068359375,23.0819034576416,20.279560089111328,21.39194107055664,21.39194107055664,14248056,0.0,0.0
2025-09-26 00:00:00+03:00,21.39194107055664,21.584468841552734,19.552234649658203,20.664615631103516,20.664615631103516,9033995,0.0,0.0
2025-09-29 00:00:00+03:00,20.64322280883789,20.86783790588379,19.637802124023438,19.637802124023438,19.637802124023438,3400701,0.0,0.0
2025-09-30 00:00:00+03:00,19.64849853515625,21.584468841552734,19.637802124023438,20.333040237426758,20.333040237426758,8017318,0.0,0.0
2025-10-01 00:00:00+03:00,20.333040237426758,21.413333892822266,19.70197868347168,19.81963348388672,19.81963348388672,5898286,0.0,0.0
2025-10-02 00:00:00+03:00,19.81963348388672,20.10842514038086,19.552234649658203,19.552234649658203,19.552234649658203,2595566,0.0,0.0
2025-10-03 00:00:00+03:00,19.552234649658203,20.964101791381836,19.552234649658203,20.151208877563477,20.151208877563477,5698192,0.0,0.0
2025-10-06 00:00:00+03:00,20.151208877563477,20.75018310546875,19.744762420654297,19.926593780517578,19.926593780517578,3180379,0.0,0.0
2025-10-07 00:00:00+03:00,19.926593780517578,21.90534782409668,19.926593780517578,21.199413299560547,21.199413299560547,9055919,0.0,0.0
2025-10-08 00:00:00+03:00,21.178022384643555,21.349157333374023,20.119121551513672,20.322343826293945,20.322343826293945,3804652,0.0,0.0
2025-10-09 00:00:00+03:00,20.611135482788086,21.04966926574707,20.322343826293945,20.942710876464844,20.942710876464844,2818196,0.0,0.0
2025-10-10 00:00:00+03:00,20.899925231933594,23.017728805541992,20.6218318939209,23.017728805541992,23.017728805541992,4571324,0.0,0.0
2025-10-13 00:00:00+03:00,23.017728805541992,25.306665420532227,22.95355224609375,25.049962997436523,25.049962997436523,14275370,0.0,0.0
2025-10-14 00:00:00+03:00,25.0285701751709,26.290695190429688,22.54710578918457,22.54710578918457,22.54710578918457,10211359,0.0,0.0
2025-10-15 00:00:00+03:00,20.300952911376953,22.54710578918457,20.300952911376953,21.33846092224121,21.33846092224121,8486312,0.0,0.0
2025-10-16 00:00:00+03:00,20.739486694335938,21.819780349731445,19.958681106567383,20.546958923339844,20.546958923339844,3526505,0.0,0.0
2025-10-17 00:00:00+03:00,20.546958923339844,21.167325973510742,20.140512466430664,20.53626251220703,20.53626251220703,2071901,0.0,0.0
2025-10-20 00:00:00+03:00,20.53626251220703,22.33318519592285,20.45069694519043,21.819780349731445,21.819780349731445,2198762,0.0,0.0
