Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2026-09-22 00:00:00+03:00,185.5,185.5,172.64999389648438,181.89999389648438,181.89999389648438,596,0.0,0.0,0.0
